,Role ,Department,Section ,Day,Period,Shift Number,Start Time (Hour),End Time (Hour),Hours,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,Breakfast,Lunch,Afternoon,Dinner,,,
,Bartender,Bartender,Bar Batch,Thursday,,,10:00:00,16:00:00,6,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,2,3,1,0,TRUE,Bartender_Thursday,
,Bartender,Bartender,Bar Batch,Friday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Friday,
,Bartender,Bartender,Bar Batch,Saturday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Saturday,
,Bartender,Bartender,Bar Batch,Sunday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Sunday,
2,Bartender,Bartender,Bar Batch,Monday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Monday,
,Bartender,Bartender,Bar Batch,Tuesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Tuesday,
,Bartender,Bartender,Bar Batch,Wednesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Wednesday,
,Bartender,Bartender,Bar Batch,Thursday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Thursday,
,Bartender,Bartender,Bar Batch,Friday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Friday,
,Bartender,Bartender,Bar Batch,Saturday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Saturday,
,Bartender,Bartender,Bar Batch,Sunday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Sunday,
3,Bartender,Bartender,Bar Up AM,Monday,,,7:00:00,16:00:00,9,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,5,3,1,0,TRUE,Bartender_Monday,
,Bartender,Bartender,Bar Up AM,Tuesday,,,7:00:00,16:00:00,9,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,5,3,1,0,TRUE,Bartender_Tuesday,
,Bartender,Bartender,Bar Up AM,Wednesday,,,7:00:00,16:00:00,9,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,5,3,1,0,TRUE,Bartender_Wednesday,
,Bartender,Bartender,Bar Up AM,Thursday,,,7:00:00,16:00:00,9,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,5,3,1,0,TRUE,Bartender_Thursday,
,Bartender,Bartender,Bar Up AM,Friday,,,7:00:00,16:00:00,9,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,5,3,1,0,TRUE,Bartender_Friday,
,Bartender,Bartender,Bar Up AM,Saturday,,,8:00:00,16:00:00,8,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,4,3,1,0,TRUE,Bartender_Saturday,
,Bartender,Bartender,Bar Up AM,Sunday,,,8:00:00,16:00:00,8,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,4,3,1,0,TRUE,Bartender_Sunday,
4,Bartender,Bartender,Bar Up AM,Monday,,,7:00:00,16:00:00,9,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,5,3,1,0,TRUE,Bartender_Monday,
,Bartender,Bartender,Bar Up AM,Tuesday,,,7:00:00,16:00:00,9,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,5,3,1,0,TRUE,Bartender_Tuesday,
,Bartender,Bartender,Bar Up AM,Wednesday,,,7:00:00,16:00:00,9,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,5,3,1,0,TRUE,Bartender_Wednesday,
,Bartender,Bartender,Bar Up AM,Thursday,,,7:00:00,16:00:00,9,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,5,3,1,0,TRUE,Bartender_Thursday,
,Bartender,Bartender,Bar Up AM,Friday,,,7:00:00,16:00:00,9,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,5,3,1,0,TRUE,Bartender_Friday,
,Bartender,Bartender,Bar Up AM,Saturday,,,8:00:00,16:00:00,8,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,4,3,1,0,TRUE,Bartender_Saturday,
,Bartender,Bartender,Bar Up AM,Sunday,,,8:00:00,16:00:00,8,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,4,3,1,0,TRUE,Bartender_Sunday,
5,Bartender,Bartender,Bar Up AM,Monday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Monday,
,Bartender,Bartender,Bar Up AM,Tuesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Tuesday,
,Bartender,Bartender,Bar Up AM,Wednesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Wednesday,
,Bartender,Bartender,Bar Up AM,Thursday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Thursday,
,Bartender,Bartender,Bar Up AM,Friday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Friday,
,Bartender,Bartender,Bar Up AM,Saturday,,,10:00:00,16:00:00,6,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,2,3,1,0,TRUE,Bartender_Saturday,
,Bartender,Bartender,Bar Up AM,Sunday,,,10:00:00,16:00:00,6,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,2,3,1,0,TRUE,Bartender_Sunday,
6,Bartender,Bartender,Bar Up AM,Monday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Monday,
,Bartender,Bartender,Bar Up AM,Tuesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Tuesday,
,Bartender,Bartender,Bar Up AM,Wednesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Wednesday,
,Bartender,Bartender,Bar Up AM,Thursday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Thursday,
,Bartender,Bartender,Bar Up AM,Friday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Friday,
,Bartender,Bartender,Bar Up AM,Saturday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Saturday,
,Bartender,Bartender,Bar Up AM,Sunday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Sunday,
7,Bartender,Bartender,Bar Up AM,Monday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Monday,
,Bartender,Bartender,Bar Up AM,Tuesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Tuesday,
,Bartender,Bartender,Bar Up AM,Wednesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Wednesday,
,Bartender,Bartender,Bar Up AM,Thursday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Thursday,
,Bartender,Bartender,Bar Up AM,Friday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Friday,
,Bartender,Bartender,Bar Up AM,Saturday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Saturday,
,Bartender,Bartender,Bar Up AM,Sunday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Sunday,
8,Bartender,Bartender,Bar Cocktail AM,Monday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Monday,
,Bartender,Bartender,Bar Cocktail AM,Tuesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Tuesday,
,Bartender,Bartender,Bar Cocktail AM,Wednesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Wednesday,
,Bartender,Bartender,Bar Cocktail AM,Thursday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Thursday,
,Bartender,Bartender,Bar Cocktail AM,Friday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Friday,
,Bartender,Bartender,Bar Cocktail AM,Saturday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Saturday,
,Bartender,Bartender,Bar Cocktail AM,Sunday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Sunday,
9,Bartender,Bartender,Bar Cocktail AM,Monday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Monday,
,Bartender,Bartender,Bar Cocktail AM,Tuesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Tuesday,
,Bartender,Bartender,Bar Cocktail AM,Wednesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Wednesday,
,Bartender,Bartender,Bar Cocktail AM,Thursday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Thursday,
,Bartender,Bartender,Bar Cocktail AM,Friday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Friday,
,Bartender,Bartender,Bar Cocktail AM,Saturday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Saturday,
,Bartender,Bartender,Bar Cocktail AM,Sunday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Sunday,
10,Bartender,Bartender,Bar Cocktail AM,Monday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Monday,
,Bartender,Bartender,Bar Cocktail AM,Tuesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Tuesday,
,Bartender,Bartender,Bar Cocktail AM,Wednesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Wednesday,
,Bartender,Bartender,Bar Cocktail AM,Thursday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Thursday,
,Bartender,Bartender,Bar Cocktail AM,Friday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Friday,
,Bartender,Bartender,Bar Cocktail AM,Saturday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Saturday,
,Bartender,Bartender,Bar Cocktail AM,Sunday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Sunday,
11,Bartender,Bartender,Bar Cocktail AM,Monday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Monday,
,Bartender,Bartender,Bar Cocktail AM,Tuesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Tuesday,
,Bartender,Bartender,Bar Cocktail AM,Wednesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Wednesday,
,Bartender,Bartender,Bar Cocktail AM,Thursday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Thursday,
,Bartender,Bartender,Bar Cocktail AM,Friday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Friday,
,Bartender,Bartender,Bar Cocktail AM,Saturday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Saturday,
,Bartender,Bartender,Bar Cocktail AM,Sunday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Sunday,
12,Bartender,Bartender,Bar Cocktail AM,Monday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Monday,
,Bartender,Bartender,Bar Cocktail AM,Tuesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Tuesday,
,Bartender,Bartender,Bar Cocktail AM,Wednesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Wednesday,
,Bartender,Bartender,Bar Cocktail AM,Thursday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Thursday,
,Bartender,Bartender,Bar Cocktail AM,Friday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Friday,
,Bartender,Bartender,Bar Cocktail AM,Saturday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Saturday,
,Bartender,Bartender,Bar Cocktail AM,Sunday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Sunday,
13,Bartender,Bartender,Bar Down AM,Monday,,,9:00:00,16:00:00,7,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,3,3,1,0,TRUE,Bartender_Monday,
,Bartender,Bartender,Bar Down AM,Tuesday,,,9:00:00,16:00:00,7,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,3,3,1,0,TRUE,Bartender_Tuesday,
,Bartender,Bartender,Bar Down AM,Wednesday,,,9:00:00,16:00:00,7,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,3,3,1,0,TRUE,Bartender_Wednesday,
,Bartender,Bartender,Bar Down AM,Thursday,,,8:00:00,16:00:00,8,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,4,3,1,0,TRUE,Bartender_Thursday,
,Bartender,Bartender,Bar Down AM,Friday,,,8:00:00,16:00:00,8,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,4,3,1,0,TRUE,Bartender_Friday,
,Bartender,Bartender,Bar Down AM,Saturday,,,8:00:00,16:00:00,8,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,4,3,1,0,TRUE,Bartender_Saturday,
,Bartender,Bartender,Bar Down AM,Sunday,,,8:00:00,16:00:00,8,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,4,3,1,0,TRUE,Bartender_Sunday,
14,Bartender,Bartender,Bar Down AM,Monday,,,10:00:00,16:00:00,6,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,2,3,1,0,TRUE,Bartender_Monday,
,Bartender,Bartender,Bar Down AM,Tuesday,,,11:00:00,16:00:00,5,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,1,3,1,0,TRUE,Bartender_Tuesday,
,Bartender,Bartender,Bar Down AM,Wednesday,,,11:00:00,16:00:00,5,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,1,3,1,0,TRUE,Bartender_Wednesday,
,Bartender,Bartender,Bar Down AM,Thursday,,,11:00:00,16:00:00,5,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,1,3,1,0,TRUE,Bartender_Thursday,
,Bartender,Bartender,Bar Down AM,Friday,,,9:00:00,16:00:00,7,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,3,3,1,0,TRUE,Bartender_Friday,
,Bartender,Bartender,Bar Down AM,Saturday,,,8:00:00,16:00:00,8,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,4,3,1,0,TRUE,Bartender_Saturday,
,Bartender,Bartender,Bar Down AM,Sunday,,,8:00:00,16:00:00,8,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,4,3,1,0,TRUE,Bartender_Sunday,
15,Bartender,Bartender,Bar Down AM,Monday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Monday,
,Bartender,Bartender,Bar Down AM,Tuesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Tuesday,
,Bartender,Bartender,Bar Down AM,Wednesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Wednesday,
,Bartender,Bartender,Bar Down AM,Thursday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Thursday,
,Bartender,Bartender,Bar Down AM,Friday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Friday,
,Bartender,Bartender,Bar Down AM,Saturday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Saturday,
,Bartender,Bartender,Bar Down AM,Sunday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Sunday,
16,Bartender,Bartender,Bar Down AM,Monday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Monday,
,Bartender,Bartender,Bar Down AM,Tuesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Tuesday,
,Bartender,Bartender,Bar Down AM,Wednesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Wednesday,
,Bartender,Bartender,Bar Down AM,Thursday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Thursday,
,Bartender,Bartender,Bar Down AM,Friday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Friday,
,Bartender,Bartender,Bar Down AM,Saturday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Saturday,
,Bartender,Bartender,Bar Down AM,Sunday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Sunday,
17,Bartender,Bartender,Bar Down AM,Monday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Monday,
,Bartender,Bartender,Bar Down AM,Tuesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Tuesday,
,Bartender,Bartender,Bar Down AM,Wednesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Wednesday,
,Bartender,Bartender,Bar Down AM,Thursday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Thursday,
,Bartender,Bartender,Bar Down AM,Friday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Friday,
,Bartender,Bartender,Bar Down AM,Saturday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Saturday,
,Bartender,Bartender,Bar Down AM,Sunday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Sunday,
18,Bartender,Bartender,Bar Up PM,Monday,,,15:45:00,0:30:00,8.75,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,2,6.75,TRUE,Bartender_Monday,
,Bartender,Bartender,Bar Up PM,Tuesday,,,15:45:00,0:30:00,8.75,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,2,6.75,TRUE,Bartender_Tuesday,
,Bartender,Bartender,Bar Up PM,Wednesday,,,15:45:00,0:30:00,8.75,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,2,6.75,TRUE,Bartender_Wednesday,
,Bartender,Bartender,Bar Up PM,Thursday,,,15:45:00,1:30:00,9.75,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,2,7.75,TRUE,Bartender_Thursday,
,Bartender,Bartender,Bar Up PM,Friday,,,15:45:00,1:30:00,9.75,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,2,7.75,TRUE,Bartender_Friday,
,Bartender,Bartender,Bar Up PM,Saturday,,,15:45:00,1:30:00,9.75,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,2,7.75,TRUE,Bartender_Saturday,
,Bartender,Bartender,Bar Up PM,Sunday,,,15:45:00,0:30:00,8.75,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,2,6.75,TRUE,Bartender_Sunday,
19,Bartender,Bartender,Bar Up PM,Monday,,,15:45:00,0:30:00,8.75,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,2,6.75,TRUE,Bartender_Monday,
,Bartender,Bartender,Bar Up PM,Tuesday,,,15:45:00,0:30:00,8.75,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,2,6.75,TRUE,Bartender_Tuesday,
,Bartender,Bartender,Bar Up PM,Wednesday,,,15:45:00,0:30:00,8.75,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,2,6.75,TRUE,Bartender_Wednesday,
,Bartender,Bartender,Bar Up PM,Thursday,,,15:45:00,1:30:00,9.75,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,2,7.75,TRUE,Bartender_Thursday,
,Bartender,Bartender,Bar Up PM,Friday,,,15:45:00,1:30:00,9.75,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,2,7.75,TRUE,Bartender_Friday,
,Bartender,Bartender,Bar Up PM,Saturday,,,15:45:00,1:30:00,9.75,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,2,7.75,TRUE,Bartender_Saturday,
,Bartender,Bartender,Bar Up PM,Sunday,,,15:45:00,0:30:00,8.75,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,0,0,2,6.75,TRUE,Bartender_Sunday,
20,Bartender,Bartender,Bar Up PM,Monday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Monday,
,Bartender,Bartender,Bar Up PM,Tuesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Tuesday,
,Bartender,Bartender,Bar Up PM,Wednesday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Wednesday,
,Bartender,Bartender,Bar Up PM,Thursday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Thursday,
,Bartender,Bartender,Bar Up PM,Friday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Friday,
,Bartender,Bartender,Bar Up PM,Saturday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Saturday,
,Bartender,Bartender,Bar Up PM,Sunday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Sunday,
21,Bartender,Bartender,Bar Up PM,Monday,,,0:00:00,0:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,TRUE,Bartender_Monday,
